game_result,RS,RA,PA,AB,H,second_base,third_base,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,batters_number,LOB,IP,Hits_allow,Runs_allow,ER,UER,BB_allow,SO_pitch,HR_allow,HBP_pitch,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB_allow,CS_pitch,AB_pitch,allow_2B,allow_3B,IBB_allow,SH_allow,SF_allow,ROE_allow,GIDP_allow,pitchers_number,game_location,rank
0,2,3,37,32,6,1,0,1,2,4,0,11,0,0,0,0,1,1,0,0.237,0.321,0.385,0.706,10,8,9.0,9,3,3,0,4,11,1,0,4.05,40,140,90,2.0,1.0,0,0,36,1,0,0,0,0,0,0,6,1,4
1,5,0,33,30,6,2,0,2,5,3,0,6,0,0,0,0,0,2,0,0.237,0.321,0.386,0.706,9,4,9.0,4,0,0,0,2,9,0,0,3.98,32,137,87,0.0,0.0,0,0,30,0,0,0,0,0,0,1,4,1,4
0,0,5,34,31,5,2,0,0,0,3,0,7,0,0,0,0,1,0,0,0.236,0.319,0.383,0.703,10,7,9.0,8,5,5,0,4,4,0,0,4.0,38,149,92,3.0,1.0,0,0,34,3,0,0,0,0,0,1,5,1,4
0,1,4,34,31,4,1,0,0,1,2,0,10,1,0,0,0,0,0,0,0.234,0.318,0.38,0.698,10,6,9.0,10,4,4,0,1,9,2,0,4.0,38,137,91,0.0,0.0,1,0,37,0,0,0,0,0,0,0,4,1,4
1,8,1,37,33,11,2,0,1,8,3,0,5,1,0,0,0,2,0,0,0.236,0.319,0.382,0.701,10,5,9.0,4,1,1,0,1,11,0,1,3.95,33,124,82,1.0,0.0,0,0,31,1,1,0,0,0,0,0,3,1,4
0,2,4,41,38,8,0,0,1,2,2,0,10,1,0,0,0,0,2,0,0.235,0.318,0.38,0.698,12,10,10.0,7,4,3,1,2,12,1,0,3.93,39,150,95,2.0,0.0,0,0,37,3,0,0,0,0,0,0,5,1,4
0,0,3,35,32,5,2,0,0,0,3,0,8,0,0,0,0,0,0,0,0.234,0.317,0.378,0.695,11,8,9.0,7,3,3,0,1,6,2,0,3.92,35,137,92,0.0,0.0,1,0,34,2,0,0,0,0,0,0,4,1,4
0,0,4,32,29,2,1,0,0,0,3,0,8,0,0,0,0,0,0,0,0.232,0.315,0.374,0.689,10,5,9.0,9,4,3,1,0,11,1,0,3.9,35,139,96,0.0,0.0,1,0,35,1,0,0,0,0,0,1,4,1,4
1,8,2,44,36,12,3,0,4,8,6,1,9,2,0,0,0,2,0,1,0.233,0.317,0.38,0.698,10,9,9.0,7,2,2,0,1,4,1,0,3.87,34,130,94,0.0,0.0,0,0,33,1,0,0,0,0,0,1,3,0,4
1,9,0,46,41,13,6,0,2,9,5,0,9,0,0,0,0,0,1,0,0.235,0.319,0.384,0.703,12,10,9.0,7,0,0,0,1,7,0,0,3.82,34,136,95,0.0,0.0,0,1,33,0,0,0,0,0,0,0,3,0,4
1,2,1,35,29,2,0,0,0,0,6,0,9,0,0,0,0,0,1,0,0.233,0.318,0.38,0.698,11,6,9.0,5,1,1,0,2,12,0,1,3.78,34,129,84,0.0,0.0,1,0,31,1,0,0,0,0,0,1,4,0,4
1,4,3,47,36,10,3,0,1,4,9,0,11,2,0,0,0,1,1,0,0.234,0.32,0.381,0.701,10,16,9.0,7,3,3,0,3,10,1,0,3.77,34,139,88,3.0,1.0,0,0,31,0,1,1,0,0,0,3,5,0,4
1,5,3,44,37,11,2,0,1,5,6,0,10,0,0,1,1,1,1,0,0.235,0.321,0.382,0.703,11,12,9.0,10,3,3,0,4,8,2,0,3.76,39,138,85,2.0,0.0,0,0,35,1,0,2,0,0,0,2,5,0,3
0,1,2,32,31,6,0,0,1,1,0,0,12,1,0,0,0,1,0,1,0.234,0.32,0.381,0.701,13,4,8.0,6,2,2,0,7,8,1,0,3.74,36,135,77,1.0,1.0,0,0,29,1,0,2,0,0,1,1,3,0,4
0,2,9,33,30,3,1,0,1,2,2,0,8,1,0,0,0,0,0,0,0.232,0.318,0.379,0.697,9,4,9.0,12,9,9,0,1,6,5,1,3.81,41,147,105,0.0,0.0,0,0,38,3,0,0,0,1,0,0,3,1,4
1,2,0,31,29,6,2,0,0,2,2,0,8,0,0,0,1,1,0,0,0.232,0.317,0.378,0.695,12,5,9.0,1,0,0,0,3,11,0,1,3.76,32,133,81,0.0,0.0,3,0,28,0,0,0,0,0,0,0,3,1,4
1,9,3,40,34,11,5,0,1,7,3,0,8,0,0,3,2,0,1,0,0.233,0.318,0.38,0.698,10,7,9.0,8,3,3,0,4,8,0,0,3.75,39,152,94,0.0,0.0,0,0,35,3,0,0,0,0,0,1,4,1,4
1,8,6,35,31,9,2,1,2,7,2,0,7,1,0,1,0,0,0,0,0.234,0.318,0.383,0.701,10,3,9.0,11,6,6,0,2,7,3,0,3.78,40,153,101,2.0,0.0,0,0,37,0,0,0,1,0,0,0,4,1,3
0,1,3,36,31,4,1,1,0,1,5,0,7,0,0,0,0,0,0,0,0.233,0.317,0.381,0.699,10,8,9.0,12,3,3,0,1,6,1,1,3.77,41,139,96,0.0,0.0,1,0,39,3,0,0,0,0,0,0,4,1,3
1,2,1,33,31,8,2,0,1,2,2,0,8,0,0,0,1,0,1,0,0.233,0.317,0.382,0.699,11,7,9.0,4,1,1,0,2,12,0,0,3.73,31,134,93,0.0,0.0,0,1,28,0,0,0,0,1,0,1,3,1,3
1,2,1,26,26,5,1,0,1,2,0,0,10,0,0,0,0,2,0,1,0.233,0.316,0.381,0.698,10,0,9.0,4,1,1,0,2,16,1,0,3.7,32,139,96,0.0,0.0,2,0,30,0,0,0,0,0,0,1,3,1,2
1,8,2,46,40,12,2,0,1,7,6,0,11,0,0,0,1,0,1,0,0.234,0.317,0.382,0.699,10,11,9.0,7,2,2,0,5,9,1,0,3.68,38,153,100,2.0,0.0,0,0,33,0,0,0,0,0,0,1,4,0,2
1,6,2,39,36,11,2,1,1,6,2,0,8,1,0,0,1,0,2,2,0.235,0.318,0.384,0.701,9,6,9.0,8,2,1,1,4,8,0,0,3.64,40,162,102,2.0,1.0,0,0,35,2,0,0,0,1,1,0,4,0,2
1,8,3,34,32,10,1,0,3,8,2,0,7,0,0,0,0,1,0,0,0.235,0.318,0.386,0.704,9,2,9.0,10,3,2,1,0,1,0,2,3.62,37,125,90,2.0,0.0,0,0,35,1,0,0,0,0,0,1,3,1,2
1,5,2,41,37,9,3,0,1,5,4,2,11,0,0,0,0,0,0,0,0.236,0.318,0.387,0.705,11,8,11.0,12,2,2,0,3,12,0,0,3.59,46,180,118,3.0,0.0,4,0,43,2,0,0,0,0,0,1,7,1,2
1,2,1,30,26,3,1,0,1,2,4,0,8,0,0,0,0,1,0,0,0.234,0.317,0.386,0.703,9,4,9.0,5,1,1,0,3,10,1,0,3.56,34,143,101,0.0,0.0,0,1,31,0,0,1,0,0,0,0,4,1,2
1,6,5,34,30,7,0,0,2,5,2,0,6,1,0,1,2,1,1,0,0.234,0.317,0.386,0.703,10,4,9.0,10,5,5,0,0,10,3,0,3.58,37,135,92,0.0,0.0,0,0,37,2,0,0,0,0,0,0,4,1,2
1,6,4,37,34,8,1,0,4,6,3,0,11,0,0,0,0,1,0,0,0.234,0.317,0.389,0.706,9,4,9.0,10,4,4,0,3,3,1,1,3.59,40,132,85,1.0,0.0,0,0,35,2,0,1,0,1,0,0,5,0,2
1,2,1,36,31,7,0,0,1,2,3,0,7,1,0,1,0,2,1,0,0.234,0.317,0.388,0.705,9,7,9.0,6,1,1,0,5,6,1,0,3.56,34,129,77,5.0,0.0,0,1,29,1,0,0,0,0,0,3,5,0,2
1,6,5,44,38,11,1,0,1,6,5,0,15,1,0,0,0,0,0,0,0.235,0.318,0.388,0.706,10,11,9.0,12,5,5,0,3,8,0,0,3.57,39,132,90,0.0,0.0,0,1,35,4,0,1,0,1,0,2,4,0,2
1,8,3,42,35,10,2,0,1,7,6,0,13,0,0,1,1,1,0,0,0.236,0.318,0.389,0.707,10,7,9.0,6,3,3,0,0,17,2,0,3.57,33,140,98,1.0,0.0,1,0,33,1,0,0,0,0,0,0,4,0,2
1,3,2,44,39,10,3,0,1,3,5,1,5,0,0,0,0,1,1,0,0.236,0.319,0.389,0.708,11,12,10.0,7,2,2,0,1,12,0,0,3.54,36,152,106,0.0,0.0,0,0,35,2,1,0,0,0,0,0,6,0,2
1,6,2,39,35,10,1,0,2,6,2,0,6,2,0,0,0,1,0,1,0.236,0.319,0.39,0.709,9,6,9.0,7,2,2,0,5,10,1,0,3.53,39,172,107,1.0,0.0,1,0,34,1,0,0,0,0,0,0,6,0,2
0,2,5,38,33,7,2,0,1,2,5,0,5,0,0,0,0,1,0,0,0.236,0.319,0.39,0.709,9,9,9.0,10,5,5,0,1,4,3,0,3.54,37,132,88,1.0,0.0,1,0,35,2,0,0,0,1,0,1,4,1,2
0,1,3,33,30,4,0,0,1,1,2,0,10,1,0,0,0,1,1,0,0.235,0.318,0.388,0.706,11,5,9.0,7,3,3,0,2,10,0,1,3.54,36,134,91,2.0,1.0,0,0,32,3,0,0,1,0,0,0,4,1,2
0,5,8,39,35,9,1,1,1,5,3,0,10,1,0,0,0,1,0,0,0.235,0.318,0.389,0.707,12,7,9.0,12,8,8,0,3,7,2,0,3.58,40,150,98,3.0,2.0,0,0,37,3,0,0,0,0,0,2,5,1,2
1,4,3,35,31,8,0,0,1,3,3,0,11,1,0,0,0,1,0,0,0.236,0.319,0.388,0.707,9,7,9.0,6,3,3,0,4,7,2,0,3.58,37,140,84,2.0,0.0,1,1,33,1,0,0,0,0,1,0,5,1,2
1,5,4,39,31,8,1,0,2,5,6,2,8,0,1,1,0,0,1,0,0.236,0.319,0.389,0.708,12,8,9.0,7,4,4,0,4,7,0,0,3.58,36,123,83,3.0,1.0,0,0,31,2,0,0,1,0,0,1,6,1,2
1,4,2,34,30,6,2,0,1,4,4,0,9,0,0,0,0,0,1,0,0.236,0.319,0.389,0.708,11,6,9.0,6,2,2,0,2,6,0,0,3.57,35,125,80,2.0,0.0,1,0,33,4,0,0,0,0,1,1,4,1,2
0,2,4,33,30,5,2,0,0,2,2,0,5,0,0,1,0,1,0,0,0.235,0.318,0.388,0.705,11,4,8.0,6,4,4,0,2,8,1,1,3.58,33,131,86,0.0,0.0,1,0,30,3,0,0,0,0,0,0,3,0,2
0,1,11,34,32,6,4,0,0,1,2,0,6,0,0,0,0,0,0,1,0.235,0.317,0.387,0.704,12,6,8.0,15,11,11,0,7,5,4,1,3.65,47,183,107,3.0,0.0,0,0,38,2,0,0,0,1,0,0,6,0,2
1,5,4,38,33,8,0,0,0,5,3,0,10,2,0,0,0,2,0,0,0.235,0.317,0.385,0.703,14,6,9.0,9,4,4,0,4,3,1,0,3.66,39,161,96,2.0,1.0,0,0,35,3,0,0,0,0,0,0,5,0,2
0,2,3,37,34,4,0,0,1,2,3,0,12,0,0,0,0,0,0,0,0.233,0.316,0.384,0.7,12,6,9.1,7,3,2,1,3,11,0,1,3.64,39,146,94,0.0,0.0,2,0,35,1,0,1,0,0,0,0,6,0,2
0,2,7,36,33,7,1,0,1,2,3,0,3,0,0,0,1,2,0,0,0.233,0.316,0.383,0.699,9,7,8.0,10,7,7,0,3,8,4,0,3.68,37,143,96,2.0,0.0,0,0,34,1,0,0,0,0,0,0,3,0,2
1,8,6,39,34,8,1,0,3,8,4,0,8,0,0,1,1,0,1,0,0.233,0.316,0.385,0.7,11,4,9.0,10,6,6,0,7,9,3,0,3.7,40,161,94,1.0,0.0,0,1,33,3,0,0,0,0,0,3,6,0,2
1,7,3,36,35,10,0,0,4,7,1,0,9,0,0,0,0,2,1,0,0.234,0.316,0.387,0.703,9,2,9.0,5,3,3,0,3,8,1,0,3.69,34,130,79,0.0,0.0,1,0,31,2,0,0,0,0,0,0,4,0,2
0,3,4,42,34,6,1,0,0,3,6,0,9,2,0,0,0,2,0,0,0.233,0.316,0.385,0.701,11,10,10.0,8,4,3,1,2,13,1,1,3.68,38,150,101,0.0,0.0,0,2,33,1,1,0,1,1,0,0,4,1,2
1,2,1,34,27,4,0,0,1,2,6,0,7,0,1,0,0,0,1,0,0.233,0.316,0.384,0.7,10,8,9.0,7,1,1,0,0,13,0,1,3.66,35,112,85,1.0,0.0,0,1,34,2,0,0,0,0,1,0,4,1,2
0,1,7,35,33,7,2,0,1,1,1,0,9,1,0,0,0,1,0,0,0.232,0.315,0.384,0.699,9,7,9.0,8,7,6,1,3,6,2,0,3.68,39,151,99,0.0,0.0,0,0,35,1,0,0,0,1,0,0,3,1,2
1,6,3,36,31,8,3,0,1,6,5,0,4,0,0,0,0,0,0,0,0.233,0.316,0.385,0.7,9,6,9.0,8,3,3,0,1,11,0,0,3.67,35,130,93,0.0,0.0,0,0,33,2,0,0,1,0,0,0,4,1,2
0,4,9,37,33,6,0,0,2,4,3,0,8,1,0,0,0,0,0,0,0.232,0.315,0.385,0.7,12,6,9.0,13,9,9,0,3,7,2,1,3.72,44,171,107,2.0,2.0,0,0,39,6,0,0,0,1,0,0,6,1,2
1,1,0,45,39,7,1,0,0,1,4,2,10,1,1,0,0,2,0,1,0.232,0.315,0.383,0.697,12,11,13.0,3,0,0,0,4,14,0,1,3.67,42,178,112,0.0,0.0,1,2,37,0,0,1,0,0,0,1,5,1,2
1,4,3,29,28,5,0,0,2,4,1,0,12,0,0,0,0,1,1,0,0.231,0.314,0.383,0.697,10,1,9.0,4,3,3,0,5,9,2,0,3.67,36,144,81,0.0,0.0,0,0,31,0,0,0,0,0,0,0,4,1,2
1,6,2,44,37,11,4,0,0,5,5,0,7,1,0,1,0,0,0,0,0.232,0.315,0.383,0.698,10,11,9.0,9,2,2,0,2,12,0,0,3.65,36,139,89,4.0,0.0,0,0,34,0,0,0,0,0,0,1,4,0,2
0,4,7,37,30,7,1,0,1,3,5,0,8,0,0,2,0,2,0,0,0.232,0.315,0.383,0.698,9,6,8.0,12,7,6,1,5,5,1,0,3.68,40,137,89,0.0,0.0,0,0,34,4,0,1,1,0,0,0,3,0,2
0,3,5,39,31,4,1,0,0,2,6,0,13,1,1,0,2,0,2,0,0.231,0.315,0.381,0.696,11,9,8.0,8,5,5,0,4,8,0,0,3.69,35,122,70,1.0,1.0,2,0,31,4,0,0,0,0,0,1,4,0,2
1,6,2,42,38,9,1,0,1,5,4,1,11,0,0,0,0,0,1,0,0.231,0.315,0.381,0.695,12,9,9.0,8,2,2,0,1,13,1,1,3.68,36,156,110,0.0,0.0,0,0,34,1,0,0,0,0,0,1,4,0,2
1,8,2,38,35,9,0,1,1,8,2,0,9,0,0,1,0,0,0,0,0.231,0.314,0.381,0.695,10,3,9.0,7,2,2,0,3,13,1,0,3.66,36,148,98,0.0,0.0,0,0,33,0,1,0,0,0,0,1,4,0,2
1,11,7,45,37,10,1,0,4,11,6,0,7,2,0,0,0,0,1,0,0.232,0.315,0.383,0.698,9,7,9.0,10,7,7,0,2,11,1,1,3.69,40,148,100,1.0,0.0,1,0,36,1,1,0,0,1,0,0,4,0,2
1,10,2,44,40,14,3,0,2,9,3,0,5,0,0,1,0,1,0,0,0.233,0.316,0.385,0.701,11,7,9.0,6,2,1,1,2,5,0,1,3.67,35,120,80,3.0,0.0,0,0,31,2,0,0,0,1,0,0,5,0,2
0,3,4,41,34,7,0,2,0,3,4,0,7,1,0,2,0,1,2,0,0.233,0.316,0.385,0.7,12,9,9.0,8,4,2,2,4,10,0,0,3.65,40,141,93,0.0,0.0,0,0,34,1,0,1,2,0,1,1,6,0,2
0,3,5,38,34,9,3,0,1,3,4,0,6,0,0,0,0,2,4,0,0.233,0.316,0.385,0.701,12,8,8.0,12,5,5,0,1,9,0,2,3.67,36,142,92,0.0,0.0,1,0,31,4,1,0,1,1,1,3,4,0,2
1,4,2,32,30,6,0,0,2,4,2,0,9,0,0,0,0,0,0,0,0.233,0.315,0.385,0.701,10,4,9.0,5,2,2,0,2,10,1,0,3.65,33,145,98,1.0,0.0,1,1,31,1,0,0,0,0,0,0,4,1,2
0,1,3,35,30,5,2,0,1,1,4,0,9,1,0,0,0,2,1,0,0.232,0.315,0.385,0.7,11,7,9.0,10,3,3,0,1,11,1,0,3.65,36,113,88,0.0,0.0,0,1,34,1,0,0,1,0,0,1,3,1,2
1,3,1,32,27,4,0,0,1,3,5,0,7,0,0,0,0,1,0,0,0.232,0.315,0.384,0.699,12,5,9.0,6,1,1,0,1,7,0,0,3.63,33,155,106,2.0,0.0,0,1,32,1,0,0,0,0,0,0,4,1,2
1,3,2,39,33,8,1,0,0,3,2,1,16,0,2,2,1,2,0,1,0.232,0.315,0.383,0.698,13,8,11.0,9,2,2,0,3,5,0,0,3.61,43,157,98,2.0,0.0,1,0,38,4,0,1,0,2,0,2,6,1,2
0,3,4,30,30,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0.231,0.313,0.383,0.696,12,0,9.0,6,4,4,0,2,12,1,0,3.61,36,168,122,0.0,0.0,0,0,33,1,0,0,0,1,1,0,4,1,2
1,4,0,31,28,4,1,0,2,4,3,0,7,0,0,0,0,0,0,0,0.23,0.313,0.383,0.696,10,3,9.0,5,0,0,0,0,9,0,0,3.58,31,132,93,0.0,0.0,1,1,31,1,0,0,0,0,0,0,3,1,2
1,9,3,40,37,11,1,0,3,9,2,0,6,0,0,1,0,0,0,0,0.231,0.313,0.385,0.698,10,4,9.0,7,3,3,0,1,8,0,0,3.58,36,140,99,0.0,0.0,0,0,34,1,2,0,0,1,1,0,2,0,2
1,5,3,39,35,8,1,1,2,5,4,0,8,0,0,0,0,0,0,0,0.231,0.313,0.386,0.698,10,7,9.0,8,3,3,0,3,7,0,2,3.57,39,141,96,0.0,0.0,0,0,34,0,0,0,0,0,0,0,4,0,2
1,7,0,42,37,10,2,0,2,7,5,0,8,0,0,0,0,1,0,0,0.231,0.313,0.387,0.7,11,8,9.0,4,0,0,0,1,11,0,0,3.55,32,112,79,0.0,0.0,0,0,31,0,0,0,0,0,0,0,4,0,2
1,6,1,40,35,7,3,0,2,6,5,0,7,0,0,0,1,0,0,0,0.231,0.313,0.387,0.7,10,7,9.0,9,1,1,0,1,5,0,1,3.53,36,140,100,0.0,0.0,0,0,34,1,0,0,0,0,0,2,3,0,2
1,4,0,41,34,7,1,0,1,4,6,0,6,1,0,0,0,0,0,1,0.231,0.313,0.387,0.7,10,10,9.0,9,0,0,0,1,4,0,1,3.5,36,139,96,0.0,0.0,0,1,34,0,0,0,0,0,0,1,4,0,2
1,6,3,47,40,9,1,0,2,5,6,0,10,1,0,0,1,3,1,0,0.231,0.314,0.387,0.7,12,10,11.0,9,3,3,0,5,8,0,2,3.49,46,151,101,2.0,1.0,2,0,39,1,0,2,0,0,0,3,10,0,2
0,2,3,35,33,6,1,0,0,2,2,0,14,0,0,0,0,0,0,0,0.23,0.313,0.385,0.698,12,6,9.0,5,3,3,0,2,5,2,0,3.49,35,126,86,0.0,0.0,1,0,33,1,0,0,0,0,1,0,3,1,2
1,3,0,34,29,6,1,0,1,2,4,0,4,1,0,0,0,1,1,0,0.23,0.313,0.385,0.698,11,7,9.0,7,0,0,0,2,14,0,1,3.46,36,161,99,0.0,0.0,0,1,33,1,0,0,0,0,0,0,4,1,2
0,6,9,42,35,7,3,0,2,6,6,0,12,0,0,1,2,0,0,0,0.23,0.313,0.386,0.699,12,9,9.0,8,9,3,6,3,12,1,0,3.46,40,156,96,1.0,0.0,1,0,34,2,0,1,1,2,1,0,5,1,2
0,4,6,36,32,6,1,0,3,4,4,0,12,0,0,0,0,1,0,0,0.23,0.313,0.387,0.699,9,5,9.0,10,6,6,0,2,10,4,1,3.48,40,166,105,0.0,0.0,2,0,37,1,0,0,0,0,0,0,4,1,2
1,3,1,33,30,6,1,0,2,3,2,0,7,1,0,0,0,0,0,0,0.229,0.313,0.387,0.699,10,6,9.0,3,1,0,1,0,9,0,0,3.45,30,117,85,2.0,1.0,1,0,30,0,0,0,0,0,0,1,4,1,2
1,8,7,39,34,9,1,1,4,8,5,0,6,0,0,0,0,0,1,1,0.23,0.313,0.389,0.702,11,5,9.0,6,7,7,0,4,9,4,1,3.48,38,169,111,1.0,0.0,1,0,33,1,0,0,0,0,1,1,6,1,2
0,0,2,29,29,3,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0.229,0.312,0.387,0.699,9,2,9.0,8,2,1,1,4,11,0,0,3.46,40,166,108,1.0,0.0,0,0,34,2,0,1,2,0,1,0,5,1,2
1,6,1,34,30,8,1,0,3,6,2,0,6,2,0,0,0,0,2,0,0.229,0.312,0.389,0.701,10,4,9.0,7,1,1,0,2,14,0,1,3.44,37,150,101,1.0,0.0,0,0,34,2,0,0,0,0,0,0,5,1,2
0,7,8,42,35,9,0,0,4,7,7,0,9,0,0,0,0,1,0,0,0.229,0.313,0.39,0.703,11,8,8.0,11,8,8,0,3,11,3,0,3.48,38,132,87,2.0,0.0,1,0,35,2,0,0,0,0,0,0,4,0,2
0,1,2,32,30,5,1,0,1,1,2,0,10,0,0,0,0,2,0,0,0.229,0.312,0.39,0.702,9,4,8.0,4,2,2,0,1,12,0,1,3.47,29,113,73,0.0,0.0,0,0,27,1,0,0,0,0,0,1,3,0,2
0,1,5,36,33,6,3,0,0,1,2,0,9,1,0,0,0,0,1,0,0.229,0.312,0.389,0.7,10,8,8.0,8,5,5,0,3,5,3,0,3.48,34,122,78,0.0,0.0,1,0,31,0,0,0,0,0,0,1,2,0,2
1,9,1,43,35,9,2,1,3,9,6,0,11,2,0,0,0,0,0,1,0.229,0.312,0.391,0.703,11,7,9.0,8,1,1,0,2,15,0,0,3.46,37,147,99,2.0,0.0,0,0,34,2,0,0,0,1,0,0,4,0,2
0,1,4,33,28,1,0,0,0,1,5,0,11,0,0,0,1,2,0,0,0.228,0.311,0.389,0.7,11,5,8.0,7,4,4,0,4,8,1,0,3.47,34,132,83,2.0,0.0,1,0,30,2,0,0,0,0,1,1,4,0,2
0,1,2,30,29,4,0,0,1,1,1,0,7,0,0,0,0,2,0,0,0.227,0.311,0.388,0.698,12,2,8.0,6,2,2,0,4,8,0,0,3.46,33,135,83,2.0,1.0,0,0,29,1,0,0,0,0,0,1,4,0,2
1,9,5,40,36,11,4,1,1,9,3,1,8,0,0,1,0,1,2,0,0.228,0.311,0.389,0.7,12,4,9.0,9,5,5,0,4,5,0,0,3.47,40,155,105,2.0,1.0,0,0,35,3,1,0,1,0,0,0,7,0,2
0,1,5,35,31,6,3,0,1,1,3,0,11,1,0,0,0,2,0,0,0.228,0.311,0.389,0.7,9,7,8.0,10,5,4,1,1,5,0,0,3.48,35,124,89,0.0,0.0,0,1,34,3,0,0,0,0,1,0,4,0,2
1,6,5,47,36,11,3,0,1,6,9,0,8,2,0,0,0,2,0,0,0.228,0.312,0.39,0.702,13,14,9.0,9,5,5,0,1,4,1,1,3.49,37,119,75,0.0,0.0,0,0,33,2,1,0,1,1,0,0,4,0,2
0,12,13,48,36,12,3,0,0,12,8,0,6,3,0,1,0,1,0,1,0.229,0.313,0.39,0.703,13,9,8.0,14,13,13,0,7,6,1,0,3.56,42,178,108,6.0,6.0,1,0,35,4,0,0,0,0,0,2,6,0,2
0,0,5,36,31,5,0,0,0,0,5,0,7,0,0,0,0,1,1,0,0.228,0.313,0.388,0.702,10,9,9.0,7,5,5,0,3,12,2,1,3.57,37,144,94,5.0,2.0,1,0,33,0,0,1,0,0,0,1,5,1,2
1,3,1,33,27,5,1,0,0,3,5,0,4,0,0,1,0,1,0,0,0.228,0.313,0.387,0.701,10,6,9.0,5,1,1,0,1,7,0,0,3.55,31,117,84,0.0,0.0,0,1,30,1,0,0,0,0,0,1,4,1,2
1,10,9,46,40,13,0,0,4,10,5,0,12,0,0,1,0,1,2,1,0.229,0.314,0.389,0.703,13,8,11.0,12,9,7,2,4,12,5,0,3.57,47,188,124,3.0,0.0,1,0,41,0,0,0,1,1,0,2,8,1,2
1,2,1,33,30,6,2,0,1,2,3,1,12,0,0,0,0,2,1,0,0.229,0.314,0.389,0.703,10,5,9.0,3,1,1,0,2,6,1,0,3.55,30,109,71,0.0,0.0,0,1,28,0,0,0,0,0,0,1,2,1,2
1,5,1,34,29,7,1,0,0,4,4,0,9,0,0,1,1,2,2,0,0.229,0.314,0.389,0.702,9,5,9.0,2,1,1,0,2,11,0,0,3.53,31,122,77,0.0,0.0,0,0,29,0,0,0,0,0,0,0,4,1,2
0,3,10,38,32,5,2,0,1,3,4,0,14,2,0,0,0,0,0,0,0.228,0.313,0.388,0.702,10,8,9.0,12,10,9,1,4,5,4,0,3.57,43,137,94,0.0,0.0,1,1,39,1,0,0,0,0,1,0,3,1,2
0,3,4,36,32,7,1,0,0,3,2,0,11,1,0,1,0,1,1,0,0.228,0.313,0.387,0.701,11,6,9.0,8,4,4,0,5,11,1,0,3.57,39,170,115,0.0,0.0,2,1,34,1,0,0,0,0,0,0,4,1,2
1,7,6,43,38,12,0,0,2,6,3,0,10,1,0,1,2,2,0,1,0.229,0.314,0.388,0.702,10,9,10.0,10,6,5,1,1,9,2,0,3.58,41,163,107,0.0,0.0,0,0,39,3,0,0,0,1,1,1,5,1,2
1,9,6,42,35,12,0,0,2,9,4,0,13,2,0,1,0,0,0,0,0.23,0.314,0.389,0.703,10,9,9.0,8,6,6,0,4,9,2,1,3.59,41,149,92,0.0,0.0,0,0,35,0,0,0,0,1,0,0,4,1,2
1,5,4,38,34,9,0,0,3,5,4,0,6,0,0,0,0,1,0,0,0.23,0.315,0.39,0.704,10,8,9.0,8,4,3,1,2,10,0,0,3.59,37,130,90,0.0,0.0,1,0,35,1,0,0,0,0,0,0,3,1,2
1,6,5,40,33,6,1,0,3,5,7,1,7,0,0,0,1,0,1,1,0.182,0.325,0.485,0.81,11,6,10.0,9,5,5,0,3,6,2,0,4.5,42,156,101,4.0,1.0,0,0,39,0,0,0,0,0,1,1,7,1,1
0,1,2,33,31,5,2,0,0,1,2,0,14,0,0,0,0,1,0,0,0.172,0.274,0.359,0.633,10,5,9.0,5,2,2,0,3,14,0,0,3.32,35,137,92,1.0,0.0,0,0,32,2,0,0,0,0,1,1,5,1,2
1,3,2,31,29,6,2,0,0,3,1,0,5,0,0,1,1,1,0,0,0.183,0.26,0.333,0.593,10,4,9.0,11,2,2,0,1,9,0,1,2.89,37,129,93,3.0,0.0,0,0,34,1,0,0,0,1,0,1,5,1,2
0,2,4,40,34,10,2,0,0,1,4,0,11,1,0,1,0,2,0,0,0.213,0.292,0.339,0.63,11,11,9.0,10,4,4,0,4,11,1,1,3.16,42,170,104,2.0,0.0,0,0,37,1,0,0,0,0,0,0,7,1,3
1,13,2,43,37,15,2,0,3,12,4,0,11,1,0,1,0,1,2,0,0.256,0.332,0.421,0.752,12,6,9.0,5,2,2,0,6,14,0,0,2.93,36,152,87,0.0,0.0,1,0,30,2,0,0,0,0,0,2,4,1,3
1,2,1,29,27,4,2,0,0,2,2,0,11,0,0,0,0,1,0,0,0.241,0.315,0.393,0.707,10,3,9.0,5,1,1,0,1,9,0,1,2.62,34,115,85,0.0,0.0,0,0,32,2,1,0,0,0,0,0,2,1,2
1,4,1,41,36,8,2,0,3,4,4,0,9,1,0,0,1,0,0,0,0.238,0.315,0.414,0.729,10,10,9.0,3,1,1,0,2,10,0,1,2.39,32,116,76,0.0,0.0,0,0,28,2,0,0,0,1,0,1,3,0,1
1,4,2,38,33,5,1,0,0,3,5,0,9,0,0,0,0,0,2,0,0.227,0.308,0.385,0.693,11,7,9.0,8,2,2,0,3,7,0,0,2.34,37,129,80,2.0,0.0,1,0,33,2,1,0,0,1,0,0,7,0,1
